Name,Age,Employment_Years,Annual_Income,Credit_Score,Loan_Amount,Loan_Purpose,Past_Defaults,Has_Criminal_Record,Loan_Approved
Terri Simmons,36,5,146438.4,646,14976.73,Personal,1,0,1
Megan Liu,57,17,67634.4,787,5107.96,Car,5,1,0
Elizabeth Garcia,44,2,80920.63,792,10889.5,Personal,4,0,0
Matthew Castillo,53,13,38738.77,668,10826.03,Home,2,1,0
Lauren Prince,63,22,76879.57,732,5449.74,Car,2,0,0
Diana Daugherty,59,39,127549.34,474,49623.87,Education,5,1,0
Carrie Davis,53,10,129692.06,446,46254.51,Car,1,1,0
Denise Trevino,57,27,54635.8,816,11314.75,Education,3,1,0
Kristie Jones,32,12,54427.24,425,45906.59,Home,5,0,0
Ryan Schmidt,32,8,37267.63,383,44031.74,Education,0,0,0
Thomas Kerr,33,7,34324.52,372,49060.65,Business,0,1,0
Lindsey Green,36,14,88740.91,788,24729.99,Home,0,1,0
Rodney Fletcher,32,0,147345.67,330,38878.01,Car,4,0,0
Diana Hernandez,56,27,48048.33,383,31920.4,Education,0,0,0
Erik Mcpherson,52,11,132199.25,614,44478.99,Business,3,1,0
Anthony Knight,28,7,125303.38,763,39690.51,Business,0,0,1
Brenda Williams,51,14,73026.79,300,32510.42,Business,2,0,0
Austin Chen,62,23,31192.89,540,27703.16,Personal,1,1,0
Richard White,53,30,123721.0,595,41146.26,Personal,4,1,0
Allen Riley,52,31,65714.74,482,34767.41,Business,4,1,0
Katelyn Roach,34,4,51114.84,723,33118.97,Car,5,1,0
Joseph Vaughn,34,0,126976.56,838,15218.09,Education,5,0,0
Christian Stewart,65,5,42918.61,833,30999.69,Car,2,0,0
Shannon Brown,48,9,129483.59,384,44152.48,Home,4,0,0
Terry Fry,34,13,40047.87,399,15357.85,Car,4,0,0
Dustin Barr,33,5,117378.34,829,37803.96,Car,4,0,0
Mario Brown,44,8,117055.79,562,20053.63,Education,5,0,0
Sean Mccall,39,17,54802.92,446,30397.51,Car,2,0,0
Christian Rodriguez,42,0,20853.37,812,33688.98,Education,3,0,0
Matthew Vang,51,18,26108.11,488,22324.67,Personal,2,0,0
Dr. Jeffrey Fritz,50,8,106348.76,681,16615.48,Personal,2,0,0
Scott Morgan,57,8,127199.02,775,22109.26,Education,0,1,1
Steven Lopez,26,3,129265.38,305,7894.31,Car,5,0,0
Tracy Wallace,42,9,40019.23,335,45006.46,Car,3,1,0
Alicia Hall,58,36,149918.8,784,24329.78,Personal,4,1,1
Amanda White,59,8,117245.61,587,41081.84,Car,4,1,0
Kevin Hall,25,0,53833.2,797,44700.08,Business,2,0,0
Gabriela Woods,30,5,111655.99,795,21024.01,Personal,4,1,0
Joel Shields,60,3,29166.05,829,5690.57,Car,5,1,0
Jessica Garcia,63,31,85395.79,784,45790.88,Car,2,0,1
William Olson,41,14,74545.04,538,15664.08,Education,1,0,0
Judith Martinez,22,0,137116.87,659,13442.86,Home,4,0,0
Stacey Davis,39,8,105826.23,306,15980.95,Personal,5,1,0
Mark Bartlett,31,11,115092.28,350,41282.15,Business,4,0,0
Lisa Adams,42,19,129689.0,833,24797.95,Personal,1,0,1
Mary Schwartz,35,10,80834.97,643,13949.45,Business,1,1,0
Kylie Rodriguez,62,38,102991.78,831,15125.19,Car,5,0,1
Charlotte Gibson,59,18,51821.14,574,31669.57,Home,1,0,0
John White,54,33,46944.8,355,27035.56,Business,5,0,0
Jeffrey Allen,62,26,109309.41,432,19206.34,Education,1,1,0
Jill Serrano,40,15,59943.75,766,21964.02,Car,0,0,0
Lisa Patton,34,8,137612.68,503,21408.72,Education,0,0,1
Michelle Bennett,50,7,31976.61,829,34891.4,Education,1,1,0
Peggy Newman,63,23,83435.83,585,10677.97,Home,0,0,0
Keith Olson,52,27,84631.63,814,31912.93,Car,1,0,1
Adam Jones,32,2,28957.39,463,30457.55,Car,3,1,0
Jacqueline Carter DDS,24,2,39325.15,396,9482.39,Car,0,0,0
Eric Harrison,32,9,20579.59,393,43443.05,Education,0,0,0
Wayne Hutchinson,62,7,91462.49,638,7506.36,Education,2,0,0
Vanessa Carroll,60,38,84659.66,827,15650.28,Business,0,1,1
Julie Lewis,62,36,38641.3,437,36232.69,Business,1,1,0
Erik Washington,49,3,64743.66,793,23914.83,Personal,1,0,0
Melissa Jensen,57,14,37492.38,577,22539.86,Business,1,1,0
Matthew Murphy,23,1,100716.26,561,49570.48,Business,0,1,0
James Noble,64,43,147021.54,478,23691.74,Personal,3,0,1
Jennifer Shaw,51,0,30694.41,558,35416.78,Personal,1,1,0
Christina Daniels,22,1,132684.49,320,14488.21,Education,4,1,0
Sarah Haas,62,13,125053.11,829,5522.67,Home,1,1,1
Maria Schmidt,65,39,84183.48,697,17687.77,Personal,4,0,0
William Schmidt,32,4,96683.6,766,43053.89,Car,1,1,0
Bruce Griffin,30,1,70610.48,570,47907.69,Personal,3,0,0
Patricia Callahan,30,0,20750.72,336,10489.3,Education,4,1,0
Amber Mora,41,10,112631.15,819,12957.81,Home,5,1,0
Paula Hernandez,39,19,38275.22,560,27563.42,Business,5,0,0
Ann Williams,46,25,104568.67,657,27444.61,Personal,3,0,0
Jeremy Vasquez,21,0,124380.15,477,44400.55,Education,3,0,0
Jennifer Clark,65,17,122114.97,568,25485.81,Car,4,0,0
Mark Simmons,43,5,32234.31,378,13277.09,Business,5,0,0
Theresa Davila,55,11,104779.69,750,18249.71,Education,3,0,0
Amy Kline,40,4,65161.25,661,32035.07,Home,2,0,0
Alyssa Bartlett,65,1,25260.6,569,38402.63,Home,0,0,0
Jeffrey Shaw,26,5,57510.41,732,46114.03,Car,4,1,0
Justin Rivera,26,2,85094.82,441,12705.07,Home,1,1,0
Angela Johnson,34,5,69815.34,708,39547.55,Education,2,0,0
Jay Jackson,23,0,74108.82,769,36364.67,Education,4,1,0
Jessica Faulkner,40,3,26309.25,523,16657.18,Personal,2,1,0
Julie Gonzales,44,15,49708.32,516,8144.48,Home,1,0,0
Laura Mendoza,42,13,83338.77,537,15608.6,Business,0,0,0
Jose Le,51,13,139716.07,472,40740.61,Home,0,1,0
Elizabeth West,41,14,41077.48,609,24821.74,Personal,4,1,0
Rose Porter DDS,59,38,104489.86,583,49050.28,Personal,5,0,0
Gerald Daugherty,55,12,78710.8,526,41549.06,Business,4,1,0
Mark Harris,42,7,67389.73,464,9947.33,Business,4,1,0
Morgan Thompson,40,4,39186.23,718,44283.2,Home,4,0,0
Teresa Newman,48,4,98324.17,564,19169.78,Education,4,1,0
Andrew Ramsey,56,29,68672.55,653,11084.7,Business,1,0,0
Joseph Mcmahon,48,16,64983.08,331,6227.43,Home,3,0,0
James Robles,52,15,107811.69,394,15977.98,Business,2,0,0
Philip Williamson,56,27,125434.6,782,29446.15,Home,2,0,1
Melissa Morales,64,42,124911.17,576,29728.87,Business,1,1,1
Barbara Romero,38,15,27602.21,628,48853.79,Personal,2,0,0
Benjamin Harris,55,0,87486.56,659,44329.53,Home,0,0,0
Robert Rosales,64,2,67393.86,671,31866.41,Personal,4,1,0
Jessica Gonzalez,49,22,141756.91,393,6667.64,Education,4,1,0
David Ellison,25,1,29611.44,357,43729.44,Personal,3,0,0
Dylan Vasquez,34,2,113089.55,422,34750.01,Business,3,1,0
Sharon Robertson,58,2,36510.94,468,49705.75,Education,4,1,0
Eric Tanner,34,11,126699.38,460,21059.69,Home,2,0,0
Courtney Frederick,21,0,110292.57,719,13454.06,Business,0,1,0
Bailey Dickerson,37,6,146253.86,790,40059.22,Personal,1,1,1
Maria Sanders,40,10,123617.68,412,49992.08,Home,4,0,0
Douglas Munoz,48,25,138636.38,622,41463.62,Car,3,1,0
Krystal Nolan,50,14,148440.56,580,38521.3,Personal,3,1,0
Michael Pearson,37,12,64528.31,742,8893.22,Education,4,1,0
William Wiley,54,6,124688.61,581,34931.21,Education,3,1,0
Terry Edwards,39,0,62244.57,581,40218.14,Personal,0,0,0
Brendan Roberts,29,0,74465.33,300,7313.39,Car,2,1,0
Brian Beck,21,0,74515.95,720,35409.5,Car,1,0,0
Kenneth Walker,62,40,148333.81,524,32947.2,Education,3,1,0
Michael Contreras,42,22,52785.25,518,30051.31,Education,2,0,0
Jason Brown,22,1,69965.15,459,19109.23,Home,1,1,0
James Mayer,34,9,122092.55,373,33592.31,Car,2,0,0
Mark Scott,64,26,109236.37,658,9024.88,Home,0,1,1
Lisa Rivera,57,31,39428.8,425,10746.16,Car,0,0,0
Vanessa Ball,64,14,21817.56,779,36229.85,Business,2,0,0
Jacob Gutierrez,36,3,99242.34,319,33027.22,Education,5,0,0
Ryan Alexander,30,8,24265.73,411,6103.79,Home,2,1,0
Michael Potter,25,5,131601.91,717,12587.97,Education,2,0,1
Jonathan Stevens,60,39,105326.05,815,13081.9,Personal,1,1,1
Michael Douglas,45,14,58242.28,735,7868.59,Education,1,0,0
Jeffrey Nolan,33,13,102618.26,471,38387.93,Personal,1,1,0
Kim Rodriguez,29,5,142561.63,747,46096.73,Car,0,0,1
Danny Carpenter,25,4,122171.96,770,18144.6,Business,0,0,1
Julie Daniels MD,43,17,24999.64,708,33085.98,Personal,5,1,0
Charles Mitchell,64,39,142950.77,446,27691.3,Home,5,0,0
Andrea Ramirez,64,21,95581.05,821,44628.46,Car,1,1,0
Cindy Horn,61,22,94930.9,615,27580.3,Car,3,0,0
Laura Ward,32,12,37733.36,848,42720.78,Home,4,1,0
Edward Singh,56,19,51333.3,719,45148.79,Home,3,0,0
Scott Williams,44,13,81965.25,426,28570.45,Personal,4,0,0
Thomas Bryant,23,3,89486.58,471,5995.76,Home,0,0,0
Jean Green,50,2,50257.88,425,10377.81,Car,2,0,0
Joseph Baker,58,19,146222.5,325,11701.03,Business,4,0,0
William Richardson,52,14,115594.54,441,14507.76,Car,2,1,0
Jason Clark,25,0,97061.13,514,47416.22,Home,4,0,0
Angela Perry,55,30,33487.73,446,41434.96,Home,4,1,0
David Carroll,30,8,43655.52,371,12953.18,Car,0,0,0
Gina Woodward DDS,46,25,21825.44,548,27322.49,Personal,0,0,0
Gary Ward,65,41,107974.59,678,28181.24,Home,4,0,1
Jennifer Martin,25,3,88212.01,656,45192.03,Education,3,0,0
Susan Anderson,26,6,97116.96,735,37210.85,Business,3,1,0
Taylor Lee,51,17,123884.37,370,42234.53,Car,0,1,0
Paige Harris,46,22,26894.21,833,5758.56,Home,3,0,0
Mark Long,45,25,52929.27,585,13308.03,Car,4,1,0
Juan Collins,43,4,97226.36,745,47890.1,Business,1,0,0
Michael Lee,32,7,46683.56,320,12396.26,Home,1,1,0
Brittany Watson,45,25,45269.11,816,39189.07,Personal,3,0,0
Max Lowe,22,0,65022.79,808,13031.95,Education,0,1,0
Anita Brown,22,0,52519.95,639,31466.37,Business,3,0,0
Michael Johnston,53,28,46999.07,376,19513.85,Education,2,0,0
Thomas Johns,50,17,47990.94,832,15867.03,Car,2,0,0
Brittany Hall,57,0,128252.55,803,39963.29,Business,2,0,1
John White,57,18,104416.33,683,7417.3,Business,4,0,0
Joseph Perez,37,17,76461.16,622,44972.97,Car,2,0,0
David Lee,56,16,56301.52,818,25364.52,Education,4,0,0
Anita Barnett,43,1,137880.96,470,27405.64,Business,4,1,0
James Williams,50,5,62821.1,617,9585.18,Personal,2,0,0
Mckenzie Sutton,40,1,96387.04,481,24556.05,Education,3,0,0
John Miller,55,35,45100.46,391,6476.35,Home,5,0,0
Jacqueline Rogers,39,1,109840.58,672,30176.87,Personal,4,0,0
Scott Dean,42,7,108816.5,403,44630.19,Business,0,1,0
Laurie Peters,63,22,84857.53,581,33616.52,Car,5,1,0
Adam Collier,28,1,47587.37,706,33724.01,Home,2,1,0
Brian Alexander,32,6,135963.43,844,22998.21,Car,4,1,0
Rachel Rodriguez,36,14,134437.37,580,5547.33,Car,3,0,0
Scott James,42,6,125891.08,717,24753.3,Education,4,0,0
Lisa Reed,43,6,143501.97,684,19044.98,Education,1,0,1
Jennifer Jones,59,1,39216.91,557,21221.1,Car,3,0,0
Craig Smith,24,4,71280.47,624,32442.12,Home,3,1,0
Cheryl Dominguez,60,39,84787.33,481,21457.19,Business,5,0,0
Eric Bush,36,11,142228.28,465,35415.22,Personal,5,0,0
Donna Porter,49,21,30357.14,330,46318.94,Business,4,1,0
Rebecca Jones,43,14,58906.7,550,27677.15,Personal,4,1,0
Marcus Johnson,65,12,92512.71,613,40082.45,Home,2,1,0
Melanie Short MD,42,13,21748.25,335,23824.75,Home,5,1,0
Michael Bush,22,1,44960.25,437,49627.29,Personal,5,0,0
Olivia Higgins,28,6,130978.61,664,10175.98,Business,1,0,1
Benjamin Rios,32,9,50821.21,310,13252.71,Personal,0,1,0
Kenneth Adams,62,10,147666.85,595,47292.81,Personal,0,1,0
Anthony Mora,61,15,103133.01,822,9284.05,Education,0,1,1
Ernest Zavala,60,12,72991.9,685,6490.95,Home,4,1,0
Tiffany Ortega,47,16,101401.84,707,20351.52,Car,3,1,0
Donald Murray,38,8,101576.71,470,18438.93,Education,1,0,0
Bruce Hall,38,7,21398.36,637,24922.28,Home,1,0,0
Maria Dickerson,40,2,149760.89,348,28524.57,Car,2,1,0
Matthew Cox,46,20,121201.68,319,36777.84,Education,2,1,0
Christine Park,61,7,24911.68,789,27593.15,Business,5,0,0
Scott Williams,54,24,21220.85,319,35069.7,Education,0,0,0
Cindy Johnson,31,1,108457.57,600,14243.42,Home,3,1,0
Ryan Doyle,37,9,82194.94,544,10882.48,Personal,2,1,0
Russell Howard,25,2,30481.76,555,12784.43,Car,1,0,0
Dennis Mendoza,26,0,94083.04,403,37998.33,Home,3,0,0
Heather Zimmerman,58,9,27928.14,568,21385.34,Home,2,1,0
Timothy Moss,27,4,96587.09,629,48319.27,Education,1,1,0
Kelsey Price,60,7,99800.32,778,24200.32,Business,0,0,1
Roger Rivers,24,3,89590.25,514,41378.19,Personal,1,1,0
Lindsay Stanley,59,16,58543.94,731,21816.72,Home,2,1,0
Connor Howard,45,24,124144.14,745,46698.46,Personal,1,0,1
Daniel Mitchell,43,18,80505.98,481,45275.06,Car,2,1,0
Marie Romero,33,1,123110.74,380,16917.81,Personal,2,0,0
Marcus Rosario,25,5,65261.79,594,26205.77,Home,1,1,0
David Lloyd,50,5,53865.99,691,49142.19,Home,0,1,0
Jessica Kerr,47,6,121451.55,796,17187.69,Personal,5,1,0
Mario Fuentes,65,17,102080.41,809,30031.71,Personal,5,0,0
Shari Smith,51,3,96937.52,489,15927.52,Car,5,0,0
Richard Martin,56,1,97153.43,532,33888.38,Personal,3,0,0
Amy Luna,36,1,33301.89,300,34828.04,Home,5,1,0
Justin Little,45,12,87308.65,611,17289.32,Business,1,1,0
Roy Lindsey,46,17,135718.61,838,37465.92,Car,0,1,1
Allison King,33,0,95636.57,620,36177.65,Personal,5,1,0
Holly Knight,27,7,41001.6,728,25791.48,Business,1,0,0
Alan Ellis,47,25,25376.88,598,18764.63,Home,0,0,0
Ryan Crawford,48,1,57804.45,798,16703.05,Personal,2,1,0
Christopher Hughes,34,10,93486.83,815,6227.37,Personal,4,1,0
Adam Kidd,41,12,65696.83,596,33548.69,Business,3,0,0
Marcus Hill,37,15,34849.17,466,9011.24,Home,4,0,0
Pamela Alexander,44,4,78481.04,358,30776.21,Education,4,1,0
Kimberly West,22,2,75092.13,700,38202.35,Car,4,1,0
Jose Nguyen,23,3,123505.07,803,28182.89,Business,2,1,0
Christopher Carpenter,44,16,56770.53,683,25417.21,Car,0,0,0
Jeffrey Bullock,42,16,54715.37,393,36776.33,Personal,4,0,0
Amber Fisher,56,3,112525.31,725,9680.53,Business,1,0,1
Brian Zhang,32,1,51197.75,684,22315.42,Business,1,0,0
Colton Diaz,61,8,100835.12,312,22682.9,Car,1,0,0
Thomas Williams,51,24,43170.1,471,15626.22,Personal,0,0,0
William Floyd,42,5,91510.73,823,24629.38,Education,3,1,0
Andrew Barnett,26,6,123753.22,688,36229.25,Personal,2,1,0
Derek Barnes,38,9,104388.63,811,42265.92,Home,2,0,1
Daniel King,42,14,81076.55,598,35259.37,Education,1,0,0
Ms. Tracy Clark,27,6,71618.93,598,28540.47,Education,5,0,0
Jennifer Kane,53,21,81752.03,490,16451.96,Education,5,0,0
Michael Matthews,22,2,100071.13,327,27357.38,Home,4,1,0
Cameron Jenkins,65,5,65886.52,736,38151.43,Personal,2,1,0
Christopher Smith,57,28,76105.71,520,41577.73,Car,0,0,0
Chad Garcia,37,6,33224.1,794,41699.25,Car,1,1,0
Dustin Evans,22,1,85172.77,523,35429.95,Home,1,0,0
Virginia Gallagher,47,21,81524.25,387,26003.79,Home,5,0,0
Eric Bullock,22,0,136663.9,452,31207.34,Car,1,0,0
Jeanne Lynch,44,12,104579.85,330,22849.33,Home,1,1,0
Lisa Brown,53,5,55429.85,436,31761.77,Personal,4,1,0
Omar Willis,63,13,106821.28,638,32875.69,Car,0,1,0
Cole Green,31,7,116715.7,573,40611.01,Business,4,1,0
Matthew Hull,37,12,38431.46,300,5783.77,Home,3,0,0
Brent Thomas,32,1,38554.02,548,29419.81,Home,3,0,0
Michelle Wolfe,57,14,98500.52,462,18585.77,Business,1,1,0
Kristina Lucero,57,32,120273.9,663,23813.4,Business,2,0,1
Michael Murray,51,17,99405.79,832,25404.14,Education,1,1,0
Alyssa Fowler,38,8,136441.0,585,25068.11,Education,3,0,0
Donald Garcia,31,9,121476.76,703,25333.97,Education,4,1,0
Matthew Kelley,61,6,29092.87,613,16640.88,Home,3,1,0
Kelly Murray,58,7,126722.21,420,39938.61,Education,2,1,0
Brian Maldonado,39,13,62094.82,483,13358.56,Business,2,0,0
Sarah Stewart,29,1,105808.5,676,5578.72,Education,5,0,0
Jason Obrien,32,3,96809.45,366,34857.73,Education,0,1,0
Kyle Hardy,64,38,32075.32,618,41504.88,Car,2,1,0
Cassandra Edwards,48,23,149131.63,843,22609.82,Home,2,1,1
Heather Weiss,48,3,90714.14,682,42851.48,Home,3,1,0
Trevor Melendez,42,7,130872.76,440,16440.89,Education,3,0,0
Laurie Lee,57,7,114590.87,370,23502.08,Home,3,1,0
Jennifer Griffin,64,8,55291.07,648,12244.36,Car,5,0,0
James Rasmussen,47,10,88461.23,364,37481.16,Personal,0,1,0
Kenneth Vaughan,56,27,76763.35,537,47137.33,Business,3,0,0
Edgar Richard,43,17,99778.62,682,48676.2,Business,4,1,0
Christina Logan,29,4,33148.63,435,13214.76,Car,1,1,0
Dustin Ford,42,21,133402.0,564,29027.44,Home,2,1,0
Stephanie Wright,54,19,53262.13,619,15854.14,Home,2,1,0
Stephanie Campbell,48,25,66753.01,359,13870.61,Car,1,0,0
Jessica Spence,42,2,101176.13,765,8147.31,Car,3,1,0
Joshua Bowers,41,21,52554.42,505,17732.15,Car,2,0,0
Amy Thomas,42,0,87728.4,740,16726.11,Education,3,1,0
Robin Harvey,46,18,138339.42,735,16859.36,Personal,1,0,1
Troy Solis,65,8,55926.17,644,14542.93,Home,4,0,0
Valerie Moore,49,5,26476.42,562,41269.63,Education,5,0,0
Joshua Ray,22,0,79742.3,597,41840.32,Home,3,1,0
Ryan Cox,42,7,48873.35,308,22082.04,Home,4,1,0
Pamela Chen,40,1,86645.75,300,15215.28,Car,0,0,0
Angela Reed,21,0,52696.27,719,10528.3,Personal,5,1,0
Thomas Taylor,55,17,60730.1,711,38816.89,Home,4,0,0
Brandon Simmons,40,17,77246.33,503,23319.63,Education,5,0,0
Penny Gregory,40,2,135548.22,709,16334.04,Personal,0,1,0
Kelly Jennings,29,8,49101.9,653,8001.02,Home,2,0,0
Megan Weaver,54,34,114694.13,317,20189.61,Personal,4,1,0
Vicki Lawrence,53,10,23234.06,525,30711.47,Car,3,0,0
Stephen Moran,49,14,55846.8,629,47955.71,Business,5,1,0
William Chavez,32,5,96710.76,479,42628.21,Personal,2,0,0
Amber Rose,28,7,139772.56,564,10728.81,Education,3,1,0
Bill Davis,42,14,64918.45,505,26722.53,Business,4,0,0
Steven Miller,27,6,79686.01,342,8478.57,Home,4,1,0
Thomas Hensley,44,9,122064.94,562,14202.61,Business,4,1,0
Ronald Hernandez,31,9,76562.95,832,25901.42,Car,0,0,1
Diana Brown,44,12,143574.15,784,38418.45,Education,1,1,1
Michelle Thornton,61,10,31311.28,694,45013.52,Business,5,1,0
Angela Chapman,25,5,127731.0,694,18392.48,Home,0,1,0
Terry Gray,45,8,144898.55,642,22333.09,Business,2,0,1
Derek Patterson,33,0,54756.34,499,30665.47,Business,2,1,0
Nicholas Martinez,47,10,53131.42,373,24350.3,Education,0,0,0
Emily Spencer,38,17,123309.76,454,5259.41,Business,4,1,0
Samantha Terrell,64,37,104852.97,659,31463.05,Business,5,1,0
Alexander Duarte,27,4,141452.11,526,9152.72,Business,4,1,0
Sarah Rodriguez,47,8,74980.11,355,20598.87,Education,3,0,0
Dawn Wood,30,10,46870.55,807,26726.54,Home,5,1,0
Corey Klein,51,14,58719.82,305,42871.12,Home,1,1,0
Bryan Kelly,36,15,83349.19,438,43636.67,Personal,4,0,0
Nathan Cruz,46,16,149398.89,535,47587.2,Education,5,0,0
Eric Johnson,52,4,109009.78,571,35625.73,Education,0,1,0
Scott Small,32,6,66048.56,750,48455.31,Home,0,0,0
Kristin Hernandez,41,21,106358.25,486,49919.65,Business,0,1,0
Scott Jackson,53,5,71234.43,586,45803.44,Business,4,0,0
Timothy Williamson,24,4,39181.38,365,29082.65,Business,3,1,0
Paul West,40,15,72053.76,792,38920.14,Personal,5,0,0
Wayne Ford,41,19,140750.99,438,46027.35,Home,3,0,0
William Turner,50,16,87914.78,833,6352.13,Home,3,0,0
Justin Henry,27,2,64065.09,850,25782.79,Education,5,0,0
Kathy Jones,44,7,29631.3,325,11671.18,Business,3,0,0
Bonnie Smith,25,0,86037.41,499,15287.35,Home,3,1,0
Christopher Soto,55,12,42953.66,506,47284.81,Car,3,0,0
Corey Rogers,63,21,99941.42,408,43534.08,Personal,2,0,0
David Huang,43,12,59802.17,475,34482.44,Business,4,1,0
Mr. Robert Flores,23,0,24315.35,304,13370.17,Personal,1,1,0
Mark Bean,35,10,105798.84,342,39830.46,Home,3,0,0
Kathleen Ewing,56,23,112510.58,369,20953.17,Personal,5,0,0
Rachel Sullivan,36,9,48184.56,592,8838.3,Personal,5,0,0
Edward Pierce,35,0,31577.58,694,44334.34,Business,3,0,0
Anthony Ramirez,39,5,120029.28,503,43765.19,Personal,2,0,0
Debra Baldwin,27,4,103366.69,677,12762.4,Personal,3,1,0
Kenneth Campbell,37,2,137931.58,587,17923.85,Business,1,1,0
Peter Thompson,56,34,47808.63,314,41399.78,Education,0,0,0
Nathan Rodriguez,40,6,79067.83,817,45898.54,Business,1,0,0
Jennifer Wood,37,4,149036.18,832,45730.44,Personal,0,1,1
Michael Moon,22,2,31620.09,447,22812.63,Business,3,0,0
Erica Pitts,41,16,37796.79,656,13110.8,Education,3,1,0
Ian Castillo,65,20,81760.89,613,46953.32,Personal,1,0,0
Joshua Bryan,47,3,48464.44,523,29698.54,Education,1,0,0
Jean Davis,58,25,45809.07,757,13301.0,Personal,1,1,0
Blake Bryant,56,11,55565.1,801,41029.89,Personal,4,0,0
Breanna Williams,53,0,140803.45,566,8756.23,Personal,2,1,0
Nancy Fowler,41,8,67520.97,757,10252.54,Car,1,1,0
Matthew Salazar,39,2,94065.8,328,25509.4,Home,5,1,0
Brian Johnson,58,30,70379.18,777,33320.38,Home,2,0,1
Mike Johnson,34,10,141740.13,608,17931.85,Business,0,1,0
Nicholas Wilson,52,32,77693.2,649,22149.87,Education,0,1,0
Lonnie Jones,25,4,145575.68,773,15997.78,Home,0,0,1
Mrs. Deborah Coffey,58,38,50671.47,792,18073.9,Home,4,1,0
Joseph Nguyen,47,24,110270.14,790,32079.75,Car,3,0,1
Kimberly Davis,36,7,149187.34,578,43860.53,Home,0,1,0
Benjamin Hinton,36,8,89984.8,441,40915.94,Business,4,0,0
Nicole Wilson,51,19,30268.67,593,13691.04,Car,3,0,0
Samantha Bates,43,12,66040.77,536,40424.76,Business,3,0,0
Jackson Garcia,65,35,61640.4,744,38977.71,Home,1,1,0
Jacob Knight,37,9,146345.71,656,32238.12,Home,5,1,0
Frances Buchanan,34,4,130245.07,819,29939.06,Car,0,0,1
Matthew Hardin,34,3,66146.02,571,41695.36,Business,0,1,0
Ethan Brown,35,4,74267.87,341,30952.28,Home,1,1,0
James Farrell,61,32,49167.04,457,32231.5,Home,1,1,0
Martin Jones,34,8,106813.06,740,23639.92,Business,1,0,1
Ethan Wolfe,39,18,67925.65,512,35859.13,Personal,3,0,0
Cristina Williams,58,0,25315.41,525,18419.39,Business,1,0,0
Brett Maynard,55,22,47587.24,771,24196.06,Personal,0,0,0
Mary Campbell,44,4,145833.56,801,9755.08,Business,1,1,1
Joseph Pineda,61,37,122371.69,573,13816.16,Personal,5,0,0
Walter Salinas,58,15,105411.19,786,37205.79,Home,3,0,0
Brian Chan,22,2,28503.43,627,9545.46,Business,4,1,0
Aaron Rogers,58,12,147388.5,781,13533.07,Home,1,1,1
Bryan Williams,22,2,93485.24,488,44961.79,Home,2,0,0
Mary Harris,26,4,106352.78,717,43608.7,Home,4,0,0
Sherry Flores,46,21,104463.73,484,35390.22,Home,1,1,0
Brittany Kane,47,20,28456.71,330,31525.31,Home,0,1,0
Gabriel Hodges,26,4,65136.1,458,25497.59,Personal,2,0,0
Jody Golden,59,20,39659.44,762,44786.33,Personal,4,0,0
Dennis Sanchez,52,22,39899.12,328,27251.4,Home,0,1,0
Cindy Walker,31,5,133957.21,471,37396.4,Education,1,0,0
Desiree Brooks,28,8,113131.23,805,41217.07,Home,2,1,0
Dustin David,23,0,31099.51,387,28248.05,Business,4,0,0
Jeremy Pena,55,18,42389.76,350,39780.0,Education,5,1,0
Sherry Evans,29,5,81853.44,499,8007.0,Business,4,0,0
Tanya Dixon,52,0,129344.27,485,35085.09,Education,1,1,0
Matthew Oconnell,43,11,70870.61,548,9038.25,Education,1,1,0
Dr. Victoria Williams DVM,25,4,116988.76,582,34793.82,Personal,4,1,0
Curtis Hill,21,1,117810.6,835,9175.14,Personal,5,0,0
Brandon Evans,25,4,144820.93,724,7539.45,Education,1,1,0
Jacqueline Tanner,44,21,125676.43,567,10401.16,Personal,5,0,0
Sean Bennett,41,0,101612.89,600,44627.18,Business,0,0,0
Deanna Campbell,44,12,38597.7,513,37071.62,Education,2,1,0
Emily Washington,50,17,75740.55,564,36502.81,Business,3,1,0
Mark Mcbride,21,1,92097.28,356,31658.96,Home,2,1,0
Lori Pham,43,5,62073.89,519,36727.82,Personal,4,1,0
Dr. Jeffrey Holland,50,6,55922.83,505,35831.02,Education,2,1,0
Jonathan Myers,64,5,139300.68,304,44806.72,Car,2,1,0
Jordan Li,46,2,125480.47,800,16549.66,Home,3,0,0
Nicholas Davis,29,3,85027.17,788,35499.61,Personal,1,0,0
Maria Mccall,22,1,23797.51,698,47295.79,Personal,1,1,0
Alan Case,44,11,104326.91,589,43369.92,Personal,5,0,0
Alex Gill,58,3,32123.69,660,42786.18,Home,5,0,0
Steven Reyes,54,30,93075.19,428,29090.2,Home,4,0,0
Karen Brown,64,28,49058.38,603,41764.62,Personal,5,1,0
Beth Carter,54,24,46577.98,647,18633.76,Car,2,1,0
Thomas Blair,36,2,148546.97,388,42175.19,Home,3,1,0
Sean Simpson,60,17,99531.23,321,27268.39,Business,0,1,0
Carl Williams,44,20,43067.29,618,25778.96,Education,4,1,0
Michael Smith,31,0,122928.92,420,20883.62,Education,5,0,0
Robert Chang,51,2,101882.24,567,35719.18,Home,1,0,0
Ryan Guzman,60,39,63951.32,779,15876.21,Car,4,1,0
Meghan Jones,22,0,118204.24,723,12701.38,Education,5,1,0
Barry Roberts,41,3,112533.66,773,37988.28,Car,0,0,1
Kayla Ward,55,25,122347.91,675,45634.1,Home,1,1,1
